sku,handle,title,vendor,product_type,min_price,max_price,avg_price,currency,url,description,tags,created_at,updated_at,published_at
,unearthed-treasure-sapphire-7-piece-polyhedral-rpg-dice-set-sirius-dice,Unearthed Treasure Sapphire 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,13,13,13,,https://siriusdice.com/products/unearthed-treasure-sapphire-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Bring magic to your gaming table with the Unearthed Treasures Sapphire Dice Set. Collect all Unearthed Treasures sets and embark on a journey filled with dazzling rolls and epic adventures!
Discover our Unearthed Treasures Sapphire Dice Set – a captivating dice set for any role-playing enthusiast. Each set features seven polyhedral dice crafted with Onyx hues, adding a touch of magic to your tabletop adventures. Immerse yourself in the world of fantasy with these beautiful dice. With six unique sets to collect, each one is a gem waiting to be discovered.
Key Features:

Each 7- piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4


Sapphire hues for a mesmerizing look
Specifically crafted for role-playing games
Unearth six distinct dice sets to complete your collection

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","d 20 dice, D20, d20 dice, D6, D8, polyhedral dice, polyhedral dice set, rpg dice, sets of dice",2024-01-14T14:56:45-05:00,2025-08-08T14:57:37-04:00,2024-01-17T06:00:13-05:00
,sharp-aqua-fairy-dice-set,Sharp Aqua Fairy 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,25,25,25,,https://siriusdice.com/products/sharp-aqua-fairy-dice-set,"Step into the mystical realm of fairies with our fairy dice set, crafted from translucent aqua colored resin, imbued with shimmering glitter and iridescent foil to transport you to an enchanting world.
Each of the 7 dice features sharp edges, ensuring your Dungeons & Dragons adventures are filled with magic, wonder, and accurate rolls straight from the realm of the fey. Packaged in a convenient flat-bottom tube, these dice are easily portable. Whether you're delving into dungeons, casting powerful spells, or negotiating with magical creatures, these dice are the perfect companions for your tabletop quests.
Key Features:

Each 7-piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4

With its sharp edges, our dice set rolls with more randomness than the usual rounded-edge RPG dice, adding an extra twist to your game nights!

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","dnd dice sets, iridescent, sharp, sharp edge dice, Sharp-edge",2024-03-18T17:33:26-04:00,2025-08-08T14:57:37-04:00,2024-03-28T10:32:28-04:00
,sharp-yellow-fairy-dice-set,Sharp Yellow Fairy Dice Set,Sirius Dice,Polyhedral Dice Set,25,25,25,,https://siriusdice.com/products/sharp-yellow-fairy-dice-set,"Harness the magic of the fae! Translucent yellow resin holds glitter and iridescent foil within.  This 7 sharp-edged dice set comes packaged in a flat-bottom tube, so you can easily carry them. 


Style: Sharp Yellow Fairy
Colors: Yellow , iridescent rainbow.
D20 Size: 22mm","dnd dice sets, iridescent, nice dice, sharp, sharp edge dice, Sharp-edge, Yellow",2023-08-15T20:45:14-04:00,2025-08-08T14:57:35-04:00,2023-08-15T20:46:23-04:00
,sharp-purple-fairy-7-piece-polyhedral-rpg-dice-set,Sharp Purple Fairy 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,25,25,25,,https://siriusdice.com/products/sharp-purple-fairy-7-piece-polyhedral-rpg-dice-set,"Step into the mystical realm of fairies with our fairy dice set, crafted from translucent purple colored resin, imbued with shimmering glitter and iridescent foil to transport you to an enchanting world.
Each of the 7 dice features sharp edges, ensuring your Dungeons & Dragons adventures are filled with magic, wonder, and accurate rolls straight from the realm of the fey. Packaged in a convenient flat-bottom tube, these dice are easily portable. Whether you're delving into dungeons, casting powerful spells, or negotiating with magical creatures, these dice are the perfect companions for your tabletop quests.
Key Features:

Each 7-piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4

With its sharp edges, our dice set rolls with more randomness than the usual rounded-edge RPG dice, adding an extra twist to your game nights!

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","dnd dice sets, Fairy, iridescent, sharp, sharp edge dice, Sharp-edge",2024-03-18T17:59:00-04:00,2025-08-08T14:57:37-04:00,2024-03-28T10:32:02-04:00
,d-d-progress-pride-d20-holder,D&D Progress Pride Flag D20 Holder,Sirius Dice,Specialty Dice,34.99,34.99,34.99,,https://siriusdice.com/products/d-d-progress-pride-d20-holder,"Wear your D&D pride with our D20 holder featuring the Progress Pride flag triangle and a rainbow D20 with the D&D logo.  This unique product is a limited edition created only for our Charity Dice series in collaboration with our friends at Wizards of the Coast. 

The D20 holder is enamel-plated metal
The rainbow sharp-edged rainbow D20 spins freely in the holder
Comes with an additional D&D rainbow D20 for playing
Comes with a 24"" cord for hanging
$28 of every sale will be donated to The Trevor Project



Only a small amount are left, so get yours while they last!


The Trevor Project is the leading organization working to end suicide among LGBTQ young people in the U.S. and beyond. The nonprofit operates several programs to help prevent and respond to the public health crisis of suicide among LGBTQ young people, including 24/7 free crisis services, innovative research, advocacy, public education, and peer support.
The Progress Pride Flag design is a copyright of Danial Quasar, who has supported this project.
D20 size: 22mm
Holder dimensions:  40mm h x 25mm w
                                                          

Learn More



Dungeons & Dragons, D&D, their respective logos, and the dragon ampersand, are registered trademarks of Wizards of the Coast LLC. @2023 Wizards of the Coast.  All rights reserved.","d20 dice, necklace, Rainbow, rainbow dice",2023-09-22T10:23:36-04:00,2025-08-08T14:57:35-04:00,2023-10-14T12:54:54-04:00
,mermaid-d20-dice-necklace-sirius-dice,Mermaid D20 Dice Necklace | Sirius Dice,Sirius Dice,D20 Dice,25,25,25,,https://siriusdice.com/products/mermaid-d20-dice-necklace-sirius-dice,"Make a splash with our Mermaid D20 Dice Necklace, the perfect accessory for any mermaid-loving Dungeons & Dragons enthusiast! 
This beautiful necklace features a sharp-edged D20 die nestled within a mermaid pendant. The best part? The die is detachable and removable, allowing you to use it in your tabletop adventures whenever inspiration strikes. Channel the mystical allure of mermaids while adding a touch of magic to your D&D sessions with this versatile and stylish accessory. Whether you're diving into the depths of the ocean or battling fierce sea monsters, let our Mermaid D20 Dice Necklace be your lucky charm on every adventure!
Key Features:

Detachable and rollable D20
A lightweight necklace cord for the ultimate comfort
Glitter that resembles shimmering scales of the sea

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",,2024-03-18T18:13:19-04:00,2025-08-08T14:57:37-04:00,2024-03-28T10:33:46-04:00
,sharp-dagger-dice-set,Sharp Dagger Dice Set,Sirius Dice,Polyhedral Dice Set,35,35,35,,https://siriusdice.com/products/sharp-dagger-dice-set,"Iridescent daggers flash with each roll of these sharp-edged dice. This set of 7 polyhedral dice set comes packaged in a flat-bottom tube, so you can easily carry and store your nice dice. Perfect for rogues and skullduggery!

Style: Sharp Dagger
Colors clear, iridescent
D20 Size: 22mm","nice dice, sharp edge dice, Sharp-edge, unique dnd dice",2023-03-06T14:06:16-05:00,2025-08-08T14:57:35-04:00,2023-04-05T00:00:01-04:00
,mushroom-village-7-piece-polyhedral-rpg-dice-set-sirius-dice,Mushroom Village 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,19.99,19.99,19.99,,https://siriusdice.com/products/mushroom-village-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Forage for adventure with our Mushroom Dice Sets!

Inside each die, you'll find tiny mushrooms nestled within, creating an extra layer of enchantment with every roll. Perfect for foraging through forests, battling fantastical creatures, or simply adding a dash of magic to your game nights, these dice are sure to delight players of all ages. 
Key Features:

A miniature mushroom nestled inside each dice! Suited for Druids, Rangers, or mushroom enthusiasts!
7-piece sets for all your favorite RPG games, featuring the essential polyhedral dice: d4, d6, d8, d10, d00 (percentile), d12, and d20.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",polyhedral dice,2024-03-18T18:21:01-04:00,2025-08-08T14:57:37-04:00,2024-03-28T10:33:24-04:00
,magic-mushroom-7-piece-polyhedral-rpg-dice-set-sirius-dice,Magic Mushroom 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,19.99,19.99,19.99,,https://siriusdice.com/products/magic-mushroom-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Forage for adventure with our Mushroom Dice Sets!

Inside each die, you'll find tiny mushrooms nestled within, creating an extra layer of enchantment with every roll. Perfect for foraging through forests, battling fantastical creatures, or simply adding a dash of magic to your game nights, these dice are sure to delight players of all ages. 
Key Features:

A miniature mushroom nestled inside each dice! Suited for Druids, Rangers, or mushroom enthusiasts!
7-piece sets for all your favorite RPG games, featuring the essential polyhedral dice: d4, d6, d8, d10, d00 (percentile), d12, and d20.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",polyhedral dice,2024-03-18T18:36:31-04:00,2025-08-08T14:57:37-04:00,2024-03-27T16:32:38-04:00
,illusory-stone-sandstone-7-piece-polyhedral-rpg-dice-set-sirius-dice,Illusory Stone Sandstone 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/illusory-stone-sandstone-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Dice wizardry at its best! – Gives the aesthetic allure of stone with the lightweight and tactile sensation of resin! Every set showcases intricate glyphs and numbers with vintage charm.

Key Features:

Stone-Inspired: Offers the illusion of ancient stones in handcrafted resin dice, offering authentic aesthetics with lightweight comfort.
Enchanting Runes: Potion bottle and scroll designs on each die, enhancing your RPG experience with thematic flair.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",polyhedral dice,2024-03-18T18:48:03-04:00,2025-08-08T14:57:38-04:00,2024-10-22T15:39:19-04:00
,illusory-stone-granite-7-piece-polyhedral-rpg-dice-set-sirius-dice,Illusory Stone Granite 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/illusory-stone-granite-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Dice wizardry at its best! – Gives the aesthetic allure of stone with the lightweight and tactile sensation of resin! Every set showcases intricate glyphs and numbers with vintage charm.

Key Features:

Stone-Inspired: Offers the illusion of ancient stones in handcrafted resin dice, offering authentic aesthetics with lightweight comfort.
Enchanting Runes: Potion bottle and scroll designs on each die, enhancing your RPG experience with thematic flair.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",polyhedral dice,2024-03-18T18:50:45-04:00,2025-08-08T14:57:38-04:00,2024-10-22T15:39:21-04:00
,dice-set-pearl-green-acrylic,Pearl Green Acrylic Dice Set,Sirius Dice,Polyhedral Dice Set,8.99,8.99,8.99,,https://siriusdice.com/products/dice-set-pearl-green-acrylic,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice. Style: Pearl Green Acrylic. Color: Green dice set.","dungeons and dragons dice, emerald dice set, green, green dice set",2021-01-20T18:40:34-05:00,2025-08-08T14:57:21-04:00,2021-01-20T18:40:34-05:00
,illusory-stone-purple-agate-7-piece-polyhedral-rpg-dice-set-sirius-dice,Illusory Stone Purple Agate 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/illusory-stone-purple-agate-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Dice wizardry at its best! – Gives the aesthetic allure of stone with the lightweight and tactile sensation of resin! Every set showcases intricate glyphs and numbers with vintage charm.

Key Features:

Stone-Inspired: Offers the illusion of ancient stones in handcrafted resin dice, offering authentic aesthetics with lightweight comfort.
Enchanting Runes: Potion bottle and scroll designs on each die, enhancing your RPG experience with thematic flair.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",polyhedral dice,2024-03-18T18:40:38-04:00,2025-08-08T14:57:38-04:00,2024-10-22T15:39:18-04:00
,power-mushroom-7-piece-polyhedral-rpg-dice-set-sirius-dice,Power Mushroom 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,19.99,19.99,19.99,,https://siriusdice.com/products/power-mushroom-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Forage for adventure with our Mushroom Dice Sets!

Inside each die, you'll find tiny mushrooms nestled within, creating an extra layer of enchantment with every roll. Perfect for foraging through forests, battling fantastical creatures, or simply adding a dash of magic to your game nights, these dice are sure to delight players of all ages. 
Key Features:

A miniature mushroom nestled inside each dice! Suited for Druids, Rangers, or mushroom enthusiasts!
7-piece sets for all your favorite RPG games, featuring the essential polyhedral dice: d4, d6, d8, d10, d00 (percentile), d12, and d20.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",polyhedral dice,2024-03-18T18:33:12-04:00,2025-08-08T14:57:38-04:00,2024-03-28T10:33:04-04:00
,purple-unicorn-7-piece-polyhedral-rpg-dice-set-sirius-dice,Purple Unicorn 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,9.99,9.99,9.99,,https://siriusdice.com/products/purple-unicorn-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Forage for adventure with our Unicorn Dice Sets!
The Unicorn dice set has a vibrant array of colors, each die infused with an enchanting design. Perfect for adding a touch of magic to every roll.
Key Features:

Comes in Multiple Vibrant Colors
7-piece sets for all your favorite RPG games, featuring the essential polyhedral dice: d4, d6, d8, d10, d00 (percentile), d12, and d20.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","polyhedral dice, polyhedral dice set",2024-08-26T15:24:57-04:00,2025-08-08T14:57:40-04:00,2024-09-17T16:50:55-04:00
,dnd-progress-pride-dice-set-limited-edition,*Limited Stock* Dungeons & Dragons Progress Pride 7-Piece Polyhedral RPG Dice Set [Sharp Edge] | Sirius Dice,Sirius Dice,Polyhedral Dice Set,40,40,40,,https://siriusdice.com/products/dnd-progress-pride-dice-set-limited-edition,"We’re proud to introduce our new Progress Pride dice set, a celebration of diversity and inclusion. Crafted in partnership with Daniel Quasar, the creator behind the Progress Pride flag, each sharp-edged die features a different color of the rainbow and the Progress Pride flag is encapsulated in clear resin   With every set purchased, $30 will be contributed to The Trevor Project, supporting vital resources for LGBTQ+ young people.   Embedded within each carefully crafted die lies the heartfelt representation of the Pride flag, symbolizing unity and acceptance.   Only 1,500 made in this limited edition set   Perfect for:   Dungeons & Dragons   Pathfinder   Shadowrun   Tabletop Role Playing Games (RPGs)   Board Games   What is the Trevor Project? The Trevor Project is the leading suicide prevention and crisis intervention organization for LGBTQ+ young people. Trevor offers 24/7 crisis services, connecting highly trained counselors with LGBTQ+ young people whenever they need support. To drive prevention efforts, The Trevor Project also operates robust research, advocacy, education, and peer support programs.",,2024-04-26T12:59:16-04:00,2025-08-08T14:57:38-04:00,2024-06-04T12:32:00-04:00
,sharp-night-fairy-7-piece-polyhedral-rpg-dice-set-sirius-dice,Sharp Night Fairy 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,25,25,25,,https://siriusdice.com/products/sharp-night-fairy-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Step into the mystical realm of fairies with our fairy dice set, crafted from translucent black colored resin, imbued with shimmering glitter and iridescent foil to transport you to an enchanting world.
Each of the 7 dice features sharp edges, ensuring your Dungeons & Dragons adventures are filled with magic, wonder, and accurate rolls straight from the realm of the fey. Packaged in a convenient flat-bottom tube, these dice are easily portable. Whether you're delving into dungeons, casting powerful spells, or negotiating with magical creatures, these dice are the perfect companions for your tabletop quests.
Key Features:

Each 7-piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4

With its sharp edges, our dice set rolls with more randomness than the usual rounded-edge RPG dice, adding an extra twist to your game nights!

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",,2024-05-20T19:54:00-04:00,2025-08-08T14:57:38-04:00,2024-09-22T13:27:13-04:00
,blue-unicorn-7-piece-polyhedral-rpg-dice-set-sirius-dice,Blue Unicorn 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,9.99,9.99,9.99,,https://siriusdice.com/products/blue-unicorn-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Forage for adventure with our Unicorn Dice Sets!
The Unicorn dice set has a vibrant array of colors, each die infused with an enchanting design. Perfect for adding a touch of magic to every roll.
Key Features:

Comes in Multiple Vibrant Colors
7-piece sets for all your favorite RPG games, featuring the essential polyhedral dice: d4, d6, d8, d10, d00 (percentile), d12, and d20.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","polyhedral dice, polyhedral dice set",2024-08-26T15:27:17-04:00,2025-08-08T14:57:40-04:00,2024-09-17T16:45:00-04:00
,eye-of-ra-d20-necklace-sirius-dice,Eye of Ra D20 Necklace | Sirius Dice,Sirius Dice,,25,25,25,,https://siriusdice.com/products/eye-of-ra-d20-necklace-sirius-dice,"Discover the perfect blend of ancient mystique and modern gaming with the Eye of Ra D20 Necklace.
Designed for the stylish adventurer, this necklace seamlessly merges the timeless allure of ancient Egypt with the excitement of role-playing games (RPG). Whether you're at the gaming table or out on the town, this versatile accessory enhances both your look and your luck.
Key Features:


Versatile and Convenient: Features a detachable and rollable D20 dice for easy wearing and use.

Unique and Eye-Catching: Sharp-edged dice filled with mesmerizing blue glitter for a standout look.

Stylish Fusion Design: Combines ancient Egyptian aesthetics with modern gaming chic, perfect for the fashionable adventurer.

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",,2024-06-05T19:12:31-04:00,2025-08-08T14:57:39-04:00,2024-07-17T00:00:05-04:00
,sharp-crystal-fairy-7-piece-polyhedral-rpg-dice-set-sirius-dice,Sharp Crystal Fairy 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,25,25,25,,https://siriusdice.com/products/sharp-crystal-fairy-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Step into the mystical realm of fairies with our fairy dice set, crafted from translucent clear colored resin, imbued with shimmering glitter and iridescent foil to transport you to an enchanting world.
Each of the 7 dice features sharp edges, ensuring your Dungeons & Dragons adventures are filled with magic, wonder, and accurate rolls straight from the realm of the fey. Packaged in a convenient flat-bottom tube, these dice are easily portable. Whether you're delving into dungeons, casting powerful spells, or negotiating with magical creatures, these dice are the perfect companions for your tabletop quests.
Key Features:

Each 7-piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4

With its sharp edges, our dice set rolls with more randomness than the usual rounded-edge RPG dice, adding an extra twist to your game nights!

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games",,2024-05-20T19:55:07-04:00,2025-08-08T14:57:39-04:00,2024-09-22T13:32:26-04:00
,dungeons-dragons-acereraks-treasure-packs-gold-edition,Dungeons & Dragons Acererak's Treasure Packs: Gold Edition,Sirius Dice,Polyhedral Dice Set,19.99,19.99,19.99,,https://siriusdice.com/products/dungeons-dragons-acereraks-treasure-packs-gold-edition,"AVAILBLE TO SHIP IN OCT. 2024  Unlock the mysteries of the Dungeons & Dragons Acererak's Treasure Packs: Gold Edition, where every pack is a gateway to a D&D adventure. Each pack contains a full 7-piece dice set, a metal ability coin, and a quality embroidered D&D bag. Be on the hunt for only 50 SUPER LEGENDARY Gold Packs! 

Hunt for the Ultimate Treasure 
Each pack offers a chance to discover a Gold Pack containing one of the 50 gold leatherette dice bags, numbered gold-plated Eye of Vecna coins, a rare artifact of immense power, and a rare or legendary dice set along with a redemption code for a SUPER LEGENDARY gemstone dice set — This means you have the chance to add not just one, but two awesome sets to your collection! 

Exclusive Dice Sets 
Explore a dazzling array of 72 new dice sets in these packs, with unique sub-collections, including the Rare Meadow Dice Sets and the Legendary Hardwood Grove Sets. 

New Ability Coins 
Immerse yourself in the rich lore of Dungeons & Dragons with 22 new Ability Coins that feature iconic settings like Ravenloft, Baldur’s Gate, Spelljammer, and Planescape. Each coin is a piece of D&D history, waiting to be added to your collecton.","Blind Purchase, d&d dice, d&d dice set, d&d dice sets, dnd dice, dnd dice set, online d&d dice",2024-07-19T16:13:19-04:00,2025-08-08T14:57:39-04:00,2024-10-17T11:00:26-04:00
,night-sky-d20-necklace-sirius-dice,Night Sky D20 Necklace | Sirius Dice,Sirius Dice,Jewelry,25,25,25,,https://siriusdice.com/products/night-sky-d20-necklace-sirius-dice,"Discover the perfect blend of the night sky and modern gaming with the Night Sky D20 Necklace.
Exuding mystical charm, this D&D Necklace boasts a sleek moon pendant adorned with a detachable, elegantly styled D20.
Key Features:


Versatile and Convenient: Features a detachable and rollable D20 dice for easy wearing and use.

Unique and Eye-Catching: Sharp-edged dice filled with mesmerizing purple glitter for a standout look.

Stylish Fusion Design: Combines moon night aesthetics with modern gaming chic, perfect for the fashionable adventurer.

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","D20, necklace",2024-09-13T16:13:28-04:00,2025-08-08T14:57:41-04:00,2024-09-17T15:56:20-04:00
,pink-unicorn-7-piece-polyhedral-rpg-dice-set-sirius-dice,Pink Unicorn 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,9.99,9.99,9.99,,https://siriusdice.com/products/pink-unicorn-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Forage for adventure with our Unicorn Dice Sets!
The Unicorn dice set has a vibrant array of colors, each die infused with an enchanting design. Perfect for adding a touch of magic to every roll.
Key Features:

Comes in Multiple Vibrant Colors
7-piece sets for all your favorite RPG games, featuring the essential polyhedral dice: d4, d6, d8, d10, d00 (percentile), d12, and d20.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","polyhedral dice, polyhedral dice set",2024-08-26T15:12:50-04:00,2025-08-08T14:57:40-04:00,2024-09-17T16:49:09-04:00
,black-widow-necklace-sirius-dice,Black Widow D20 Necklace | Sirius Dice,Sirius Dice,Accessories,25,25,25,,https://siriusdice.com/products/black-widow-necklace-sirius-dice,"Harness the power of the Black Widow Spider with the Black Widow D20 Necklace.
Embrace the elegance of the Black Widow with the D20 Dice Necklace, a striking accessory for any RPG player. Its intricate design combines style with a nod to your love for tabletop adventures. Whether at a gaming session or out on the town, this necklace is sure to turn heads and spark conversations.
Key Features:


Versatile and Convenient: Features a detachable and rollable D20 dice for easy wearing and use.

Unique and Eye-Catching: Sharp-edged dice filled with mesmerizing green glitter for a standout look.

Stylish Fusion Design: Combines Spooky Festive Black Widow Spiders with modern gaming chic, perfect for the fashionable adventurer.

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","Halloween, necklace",2024-08-26T12:26:05-04:00,2025-08-08T14:57:40-04:00,2024-09-17T15:41:30-04:00
,dungeons-dragons-adventure-dice-fighter-red-sirius-dice,Dungeons & Dragons Adventure Dice - Fighter: Red | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-fighter-red-sirius-dice,"Lead the charge with the officially licensed Dungeons & Dragons Adventure Dice Set for Fighters, with these striking red dice. This set is tailored to suit the needs of the versatile Fighter, with dice perfect for landing critical hits and executing precise maneuvers. Whether you're on the front lines or strategizing the next move, these dice will bring your Fighter’s strength and skill to life in every battle.





Product Features:

Every Dice Needed:


The Fighter set includes 17 dice

2 x d4 | 4 x d6 | 4 x d8 | 2 x d10 | 2 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T16:24:42-04:00,2025-08-08T14:57:42-04:00,2024-09-20T16:34:09-04:00
,dungeons-dragons-adventure-dice-paladin-white-sirius-dice,Dungeons & Dragons Adventure Dice - Paladin: White / Grey | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-paladin-white-sirius-dice,"Uphold justice with the officially licensed Dungeons & Dragons Adventure Dice Set for Paladins. This noble white and grey set is designed to reflect the righteousness and unwavering resolve of the Paladin, with dice tailored for smiting evil and protecting the innocent. Whether you're defending the realm or delivering divine retribution, these dice will empower your Paladin’s holy mission with every roll.





Product Features:

Every Dice Needed:


The Paladin set includes 14 dice

2 x d4 | 2 x d6 | 4 x d8 | 2 x d10 | 1 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T16:33:20-04:00,2025-08-08T14:57:43-04:00,2024-09-20T16:40:43-04:00
,dungeons-dragons-new-adventurer-dice-set-black-sirius-dice-set,Dungeons & Dragons New Adventurer Dice Set - BLACK DICE | Sirius Dice,Sirius Dice,Polyhedral Dice Set,19.99,19.99,19.99,,https://siriusdice.com/products/dungeons-dragons-new-adventurer-dice-set-black-sirius-dice-set,"Prepare your epic journey into the world of Dungeons & Dragons with the officially licensed New Adventurer Set. This comprehensive starter set is perfect for new players, providing everything needed to dive into campaigns and create heroic tales.




What’s Included in the New Adventurer Set:
Magnetic Carrying Case:


Secure and organize dice with this sleek case.


Includes a handy dice reference guide for quick, easy rolls.


11-Piece Oversized Dice Set:


Features an easy-to-read, oversized dice set. 


Includes a standard 7-piece set plus an extra D20 and 3 bonus D6 dice for ability scores.


Crafted with the iconic Tiamat font and official D&D logo.


D&D Branded Mechanical Pencil:


Perfect for note-taking, drafting character stories, and planning gameplay.


Stylish and practical for all game sessions.


Character Sheet:


New design from 2024 D&D to streamline the character creation process.


Helps players start their adventures quickly and efficiently.


Perfect for:


Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","Black, Dice, Red",2024-09-12T11:48:41-04:00,2025-08-08T14:57:41-04:00,2024-09-17T12:50:50-04:00
